tax_id,GeneID,Ensembl_gene_identifier,RNA_nucleotide_accession.version,Ensembl_rna_identifier,protein_accession.version,Ensembl_protein_identifier
105023,107374198,ENSNFUG00015009050,-,-,XP_015797831.1,ENSNFUP00015018876.1
105023,107374199,ENSNFUG00015009034,-,-,-,-
105023,107374209,ENSNFUG00015009154,-,-,XP_015797840.1,ENSNFUP00015019002.1
105023,107374230,ENSNFUG00015009556,-,-,XP_015797862.1,ENSNFUP00015019752.1
105023,107374238,ENSNFUG00015009866,-,-,XP_015797872.1,ENSNFUP00015020346.1
105023,107374248,ENSNFUG00015009962,-,-,-,-
105023,107374251,ENSNFUG00015010004,-,-,-,-
105023,107374254,ENSNFUG00015010077,-,-,XP_015797886.1,ENSNFUP00015020783.1
105023,107374255,ENSNFUG00015010157,-,-,-,-
105023,107374260,ENSNFUG00015010933,-,-,XP_015797897.1,ENSNFUP00015022599.1
105023,107374271,ENSNFUG00015011033,-,-,XP_015797906.1,ENSNFUP00015023002.1
105023,107374272,ENSNFUG00015011174,-,-,XP_015797907.1,ENSNFUP00015023094.1
105023,107374276,ENSNFUG00015011659,-,-,-,-
105023,107374277,ENSNFUG00015011717,-,-,-,-
105023,107374287,ENSNFUG00015011825,-,-,XP_015797925.1,ENSNFUP00015024430.1
105023,107374287,ENSNFUG00015011825,-,-,XP_015797926.1,ENSNFUP00015024435.1
105023,107374301,ENSNFUG00015012044,-,-,XP_015797938.1,ENSNFUP00015024914.1
105023,107374310,ENSNFUG00015012659,-,-,XP_015797945.1,ENSNFUP00015026134.1
105023,107374311,ENSNFUG00015012672,-,-,XP_015797946.1,ENSNFUP00015026143.1
105023,107374322,ENSNFUG00015012803,-,-,-,-
105023,107374329,ENSNFUG00015015681,-,-,-,-
105023,107374335,ENSNFUG00015019737,-,-,XP_015797969.1,ENSNFUP00015041125.1
105023,107374338,ENSNFUG00015013118,-,-,XP_015797968.1,ENSNFUP00015027051.1
105023,107374339,ENSNFUG00015013121,-,-,XP_015797971.1,ENSNFUP00015027060.1
105023,107374344,ENSNFUG00015019752,-,-,XP_015797981.1,ENSNFUP00015041155.1
105023,107374345,ENSNFUG00015013178,-,-,-,-
105023,107374349,ENSNFUG00015014329,-,-,-,-
105023,107374352,ENSNFUG00015019813,-,-,XP_015797991.1,ENSNFUP00015043689.1
105023,107374354,ENSNFUG00015014359,-,-,XP_015797989.1,ENSNFUP00015029511.1
105023,107374355,ENSNFUG00015014337,-,-,XP_015797990.1,ENSNFUP00015029497.1
105023,107374361,ENSNFUG00015020918,-,-,XP_015798001.1,ENSNFUP00015043897.1
105023,107374367,ENSNFUG00015010642,-,-,-,-
105023,107374371,ENSNFUG00015020925,-,-,XP_015798009.1,ENSNFUP00015043960.1
105023,107374373,ENSNFUG00015014724,-,-,-,-
105023,107374381,ENSNFUG00015020954,-,-,-,-
105023,107374386,ENSNFUG00015014888,-,-,-,-
105023,107374392,ENSNFUG00015020969,-,-,XP_015798026.1,ENSNFUP00015044008.1
105023,107374402,ENSNFUG00015020975,-,-,-,-
105023,107374411,ENSNFUG00015015238,-,-,-,-
105023,107374417,ENSNFUG00015020971,-,-,XP_015798054.1,ENSNFUP00015044028.1
105023,107374419,ENSNFUG00015015323,-,-,XP_015798053.1,ENSNFUP00015031361.1
105023,107374420,ENSNFUG00015015299,-,-,XP_015798058.1,ENSNFUP00015031344.1
105023,107374423,ENSNFUG00015002533,-,-,XP_015798296.1,ENSNFUP00015005076.1
105023,107374425,ENSNFUG00015020984,-,-,XP_015798075.1,ENSNFUP00015044059.1
105023,107374428,ENSNFUG00015015383,-,-,-,-
105023,107374430,ENSNFUG00015015656,-,-,XP_015798065.1,ENSNFUP00015031996.1
105023,107374435,ENSNFUG00015015768,-,-,XP_015798070.1,ENSNFUP00015032260.1
105023,107374436,ENSNFUG00015008898,-,-,XP_015798071.1,ENSNFUP00015018698.1
105023,107374441,ENSNFUG00015008945,-,-,-,-
105023,107374445,ENSNFUG00015009109,-,-,-,-
105023,107374447,ENSNFUG00015010560,-,-,-,-
105023,107374449,ENSNFUG00015010645,-,-,XP_015798085.1,ENSNFUP00015021952.1
105023,107374455,ENSNFUG00015010675,-,-,-,-
105023,107374458,ENSNFUG00015021013,-,-,-,-
105023,107374459,ENSNFUG00015010731,-,-,XP_015798094.1,ENSNFUP00015022144.1
105023,107374467,ENSNFUG00015010769,-,-,XP_015798102.1,ENSNFUP00015022302.1
105023,107374482,ENSNFUG00015012440,-,-,XP_015798126.1,ENSNFUP00015025714.1
105023,107374492,ENSNFUG00015012644,-,-,-,-
105023,107374507,ENSNFUG00015012733,-,-,-,-
105023,107374508,ENSNFUG00015003729,-,-,XP_015798183.1,ENSNFUP00015007585.1
105023,107374511,ENSNFUG00015012744,-,-,XP_015798153.1,ENSNFUP00015026311.1
105023,107374516,ENSNFUG00015021050,-,-,-,-
105023,107374520,ENSNFUG00015012835,-,-,XP_015798160.1,ENSNFUP00015026473.1
105023,107374522,ENSNFUG00015012841,-,-,XP_015798162.1,ENSNFUP00015026505.1
105023,107374523,ENSNFUG00015012854,-,-,XP_015798163.1,ENSNFUP00015026531.1
105023,107374524,ENSNFUG00015012871,-,-,-,-
105023,107374526,ENSNFUG00015012911,-,-,XP_015798166.1,ENSNFUP00015026650.1
105023,107374527,ENSNFUG00015021149,-,-,XP_015798170.1,ENSNFUP00015044435.1
105023,107374528,ENSNFUG00015012903,-,-,-,-
105023,107374531,ENSNFUG00015012942,-,-,XP_015798171.1,ENSNFUP00015026716.1
105023,107374538,ENSNFUG00015008905,-,-,-,-
105023,107374545,ENSNFUG00015009282,-,-,XP_015798190.1,ENSNFUP00015019288.1
105023,107374546,ENSNFUG00015009359,-,-,XP_015798193.1,ENSNFUP00015019328.1
105023,107374547,ENSNFUG00015021162,-,-,-,-
105023,107374549,ENSNFUG00015009385,-,-,-,-
105023,107374557,ENSNFUG00015009692,-,-,-,-
105023,107374563,ENSNFUG00015009743,-,-,-,-
105023,107374566,ENSNFUG00015009932,-,-,-,-
105023,107374570,ENSNFUG00015009956,-,-,-,-
105023,107374590,ENSNFUG00015010555,-,-,XP_015798236.1,ENSNFUP00015024218.1
105023,107374593,ENSNFUG00015021209,-,-,-,-
105023,107374607,ENSNFUG00015011951,-,-,XP_015798249.1,ENSNFUP00015024683.1
105023,107374618,ENSNFUG00015021942,-,-,-,-
105023,107374630,ENSNFUG00015021947,-,-,-,-
105023,107374638,ENSNFUG00015021952,-,-,XP_015798274.1,ENSNFUP00015046290.1
105023,107374660,ENSNFUG00015000243,-,-,XP_015798288.1,ENSNFUP00015000289.1
105023,107374661,ENSNFUG00015000272,-,-,XP_015798291.1,ENSNFUP00015000374.1
105023,107374662,ENSNFUG00015000386,-,-,-,-
105023,107374663,ENSNFUG00015000511,-,-,XP_015798295.1,ENSNFUP00015000833.1
105023,107374664,ENSNFUG00015000522,-,-,XP_015798298.1,ENSNFUP00015000851.1
105023,107374666,ENSNFUG00015000589,-,-,-,-
105023,107374667,ENSNFUG00015000708,-,-,XP_015798304.1,ENSNFUP00015001170.1
105023,107374670,ENSNFUG00015000736,-,-,-,-
105023,107374672,ENSNFUG00015000783,-,-,XP_015798312.1,ENSNFUP00015001319.1
105023,107374673,ENSNFUG00015000787,-,-,-,-
105023,107374674,ENSNFUG00015000795,-,-,XP_015798315.1,ENSNFUP00015001348.1
105023,107374675,ENSNFUG00015000800,-,-,-,-
105023,107374677,ENSNFUG00015000807,-,-,-,-
105023,107374678,ENSNFUG00015000812,-,-,XP_015798320.1,ENSNFUP00015001395.1
105023,107374679,ENSNFUG00015000931,-,-,XP_015798322.1,ENSNFUP00015001643.1
105023,107374681,ENSNFUG00015000830,-,-,-,-
105023,107374682,ENSNFUG00015000961,-,-,-,-
105023,107374683,ENSNFUG00015000996,-,-,-,-
105023,107374684,ENSNFUG00015001008,-,-,-,-
105023,107374690,ENSNFUG00015001060,-,-,-,-
105023,107374691,ENSNFUG00015001111,-,-,XP_015798359.1,ENSNFUP00015002035.1
105023,107374692,ENSNFUG00015001100,-,-,-,-
105023,107374694,ENSNFUG00015001126,-,-,-,-
105023,107374696,ENSNFUG00015001175,-,-,-,-
105023,107374697,ENSNFUG00015001210,-,-,-,-
105023,107374698,ENSNFUG00015001291,-,-,-,-
105023,107374705,ENSNFUG00015001628,-,-,XP_015798387.1,ENSNFUP00015003156.1
105023,107374706,ENSNFUG00015001681,-,-,-,-
105023,107374708,ENSNFUG00015001855,-,-,XP_015798392.1,ENSNFUP00015003716.1
105023,107374709,ENSNFUG00015001989,-,-,-,-
105023,107374711,ENSNFUG00015002354,-,-,-,-
105023,107374713,ENSNFUG00015002372,-,-,-,-
105023,107374715,ENSNFUG00015002440,-,-,XP_015798409.1,ENSNFUP00015005252.1
105023,107374715,ENSNFUG00015002440,-,-,XP_015798415.1,ENSNFUP00015005198.1
105023,107374717,ENSNFUG00015002655,-,-,XP_015798417.1,ENSNFUP00015005310.1
105023,107374718,ENSNFUG00015002665,-,-,XP_015798419.1,ENSNFUP00015005321.1
105023,107374721,ENSNFUG00015002754,-,-,-,-
105023,107374723,ENSNFUG00015001265,-,-,-,-
105023,107374725,ENSNFUG00015002840,-,-,-,-
105023,107374727,ENSNFUG00015003497,-,-,XP_015798435.1,ENSNFUP00015007416.1
105023,107374728,ENSNFUG00015003132,-,-,-,-
105023,107374729,ENSNFUG00015003652,-,-,-,-
105023,107374730,ENSNFUG00015003034,-,-,-,-
105023,107374733,ENSNFUG00015003661,-,-,XP_015798441.1,ENSNFUP00015007444.1
105023,107374734,ENSNFUG00015003721,-,-,-,-
105023,107374735,ENSNFUG00015003920,-,-,-,-
105023,107374737,ENSNFUG00015003930,-,-,-,-
105023,107374740,ENSNFUG00015003936,-,-,-,-
105023,107374741,ENSNFUG00015003938,-,-,-,-
105023,107374743,ENSNFUG00015004098,-,-,XP_015798461.1,ENSNFUP00015008363.1
105023,107374746,ENSNFUG00015004154,-,-,XP_015798465.1,ENSNFUP00015008761.1
105023,107374746,ENSNFUG00015004154,-,-,XP_015798466.1,ENSNFUP00015008807.1
105023,107374748,ENSNFUG00015004497,-,-,XP_015798469.1,ENSNFUP00015009241.1
105023,107374749,ENSNFUG00015003380,-,-,-,-
105023,107374750,ENSNFUG00015003393,-,-,-,-
105023,107374750,ENSNFUG00015003393,-,-,XP_015798473.1,ENSNFUP00015006863.1
105023,107374750,ENSNFUG00015003393,-,-,XP_015798474.1,ENSNFUP00015006859.1
105023,107374751,ENSNFUG00015003400,-,-,XP_015798476.1,ENSNFUP00015006878.1
105023,107374752,ENSNFUG00015003451,-,-,XP_015798477.1,ENSNFUP00015007100.1
105023,107374753,ENSNFUG00015003531,-,-,XP_015798479.1,ENSNFUP00015007121.1
105023,107374757,ENSNFUG00015003622,-,-,XP_015798484.1,ENSNFUP00015007367.1
105023,107374758,ENSNFUG00015003654,-,-,-,-
105023,107374759,ENSNFUG00015004050,-,-,-,-
105023,107374761,ENSNFUG00015004125,-,-,XP_015798491.1,ENSNFUP00015008562.1
105023,107374762,ENSNFUG00015004192,-,-,-,-
105023,107374767,ENSNFUG00015004406,-,-,-,-
105023,107374768,ENSNFUG00015004596,-,-,XP_015798503.1,ENSNFUP00015009454.1
105023,107374769,ENSNFUG00015004605,-,-,-,-
105023,107374771,ENSNFUG00015004616,-,-,XP_015798506.1,ENSNFUP00015009496.1
105023,107374772,ENSNFUG00015004682,-,-,-,-
105023,107374772,ENSNFUG00015004682,-,-,XP_015798513.1,ENSNFUP00015010289.1
105023,107374774,ENSNFUG00015004622,-,-,XP_015798514.1,ENSNFUP00015009513.1
105023,107374776,ENSNFUG00015005138,-,-,XP_015798517.1,ENSNFUP00015010416.1
105023,107374777,ENSNFUG00015005167,-,-,XP_015798518.1,ENSNFUP00015010491.1
105023,107374778,ENSNFUG00015005196,-,-,-,-
105023,107374779,ENSNFUG00015005220,-,-,-,-
105023,107374782,ENSNFUG00015005249,-,-,-,-
105023,107374784,ENSNFUG00015005423,-,-,-,-
105023,107374785,ENSNFUG00015006244,-,-,XP_015798530.1,ENSNFUP00015012708.1
105023,107374787,ENSNFUG00015006390,-,-,-,-
105023,107374788,ENSNFUG00015007724,-,-,XP_015798533.1,ENSNFUP00015016427.1
105023,107374789,ENSNFUG00015007895,-,-,-,-
105023,107374791,ENSNFUG00015007712,-,-,-,-
105023,107374792,ENSNFUG00015007948,-,-,-,-
105023,107374793,ENSNFUG00015007701,-,-,-,-
105023,107374794,ENSNFUG00015007670,-,-,XP_015798541.1,ENSNFUP00015015982.1
105023,107374796,ENSNFUG00015007961,-,-,-,-
105023,107374797,ENSNFUG00015007952,-,-,-,-
105023,107374798,ENSNFUG00015007985,-,-,-,-
105023,107374800,ENSNFUG00015008026,-,-,XP_015798552.1,ENSNFUP00015016802.1
105023,107374801,ENSNFUG00015008110,-,-,-,-
105023,107374802,ENSNFUG00015008278,-,-,-,-
105023,107374808,ENSNFUG00015008606,-,-,-,-
105023,107374809,ENSNFUG00015008609,-,-,-,-
105023,107374811,ENSNFUG00015008627,-,-,-,-
105023,107374814,ENSNFUG00015008673,-,-,-,-
105023,107374815,ENSNFUG00015008730,-,-,XP_015798579.1,ENSNFUP00015018423.1
105023,107374817,ENSNFUG00015008759,-,-,XP_015798580.1,ENSNFUP00015018436.1
105023,107374819,ENSNFUG00015008872,-,-,-,-
105023,107374820,ENSNFUG00015008838,-,-,XP_015798583.1,ENSNFUP00015018606.1
105023,107374820,ENSNFUG00015008838,-,-,XP_015798584.1,ENSNFUP00015018613.1
105023,107374821,ENSNFUG00015009218,-,-,-,-
105023,107374823,ENSNFUG00015009462,-,-,XP_015798586.1,ENSNFUP00015019549.1
105023,107374824,ENSNFUG00015009471,-,-,XP_015798589.1,ENSNFUP00015019587.1
105023,107374825,ENSNFUG00015009486,-,-,XP_015798590.1,ENSNFUP00015019606.1
105023,107374826,ENSNFUG00015009514,-,-,XP_015798591.1,ENSNFUP00015019854.1
105023,107374827,ENSNFUG00015009754,-,-,-,-
105023,107374829,ENSNFUG00015010761,-,-,XP_015798594.1,ENSNFUP00015022253.1
105023,107374832,ENSNFUG00015010823,-,-,-,-
105023,107374833,ENSNFUG00015010828,-,-,-,-
105023,107374834,ENSNFUG00015010834,-,-,-,-
105023,107374835,ENSNFUG00015010858,-,-,XP_015798600.1,ENSNFUP00015022420.1
105023,107374836,ENSNFUG00015003890,-,-,XP_015798601.1,ENSNFUP00015007920.1
105023,107374838,ENSNFUG00015003954,-,-,XP_015798602.1,ENSNFUP00015008598.1
105023,107374839,ENSNFUG00015004234,-,-,-,-
105023,107374840,ENSNFUG00015004263,-,-,XP_015798605.1,ENSNFUP00015008774.1
105023,107374841,ENSNFUG00015004274,-,-,XP_015798608.1,ENSNFUP00015008785.1
105023,107374843,ENSNFUG00015004582,-,-,-,-
105023,107374844,ENSNFUG00015004591,-,-,-,-
105023,107374847,ENSNFUG00015004648,-,-,XP_015798615.1,ENSNFUP00015010178.1
105023,107374848,ENSNFUG00015004599,-,-,-,-
105023,107374849,ENSNFUG00015005047,-,-,XP_015798617.1,ENSNFUP00015010276.1
105023,107374850,ENSNFUG00015005078,-,-,XP_015798619.1,ENSNFUP00015010335.1
105023,107374851,ENSNFUG00015005124,-,-,-,-
105023,107374853,ENSNFUG00015005273,-,-,-,-
105023,107374854,ENSNFUG00015005301,-,-,XP_015798623.1,ENSNFUP00015010846.1
105023,107374855,ENSNFUG00015005377,-,-,-,-
105023,107374857,ENSNFUG00015005392,-,-,-,-
105023,107374858,ENSNFUG00015005399,-,-,-,-
105023,107374859,ENSNFUG00015005417,-,-,-,-
105023,107374860,ENSNFUG00015005511,-,-,-,-
105023,107374862,ENSNFUG00015006005,-,-,-,-
105023,107374862,ENSNFUG00015006005,-,-,XP_015798642.1,ENSNFUP00015012439.1
105023,107374865,ENSNFUG00015006302,-,-,-,-
105023,107374866,ENSNFUG00015006671,-,-,XP_015798649.1,ENSNFUP00015013636.1
105023,107374867,ENSNFUG00015006697,-,-,-,-
105023,107374869,ENSNFUG00015006697,-,-,-,-
105023,107374870,ENSNFUG00015007035,-,-,-,-
105023,107374871,ENSNFUG00015007916,-,-,-,-
105023,107374881,ENSNFUG00015009245,-,-,-,-
105023,107374901,ENSNFUG00015007976,-,-,-,-
105023,107374903,ENSNFUG00015008001,-,-,-,-
105023,107374904,ENSNFUG00015008008,-,-,XP_015798678.1,ENSNFUP00015016791.1
105023,107374907,ENSNFUG00015008032,-,-,XP_015798680.1,ENSNFUP00015016818.1
105023,107374908,ENSNFUG00015008039,-,-,-,-
105023,107374909,ENSNFUG00015002323,-,-,-,-
105023,107374912,ENSNFUG00015008080,-,-,XP_015798690.1,ENSNFUP00015016909.1
105023,107374913,ENSNFUG00015008086,-,-,XP_015798691.1,ENSNFUP00015016928.1
105023,107374914,ENSNFUG00015008093,-,-,XP_015798692.1,ENSNFUP00015016931.1
105023,107374918,ENSNFUG00015002326,-,-,-,-
105023,107374922,ENSNFUG00015012229,-,-,XP_015798700.1,ENSNFUP00015025310.1
105023,107374923,ENSNFUG00015012247,-,-,XP_015798701.1,ENSNFUP00015025332.1
105023,107374924,ENSNFUG00015012249,-,-,XP_015798702.1,ENSNFUP00015025340.1
105023,107374925,ENSNFUG00015012257,-,-,XP_015798704.1,ENSNFUP00015025353.1
105023,107374929,ENSNFUG00015012276,-,-,XP_015798705.1,ENSNFUP00015026011.1
105023,107374931,ENSNFUG00015012709,-,-,-,-
105023,107374933,ENSNFUG00015013129,-,-,XP_015798709.1,ENSNFUP00015027071.1
105023,107374933,ENSNFUG00015013129,-,-,XP_015798710.1,ENSNFUP00015027076.1
105023,107374934,ENSNFUG00015013137,-,-,-,-
105023,107374939,ENSNFUG00015013236,-,-,-,-
105023,107374940,ENSNFUG00015016682,-,-,-,-
105023,107374941,ENSNFUG00015002359,-,-,XP_015798726.1,ENSNFUP00015004770.1
105023,107374946,ENSNFUG00015016780,-,-,XP_015798727.1,ENSNFUP00015034455.1
105023,107374950,ENSNFUG00015002436,-,-,XP_015798746.1,ENSNFUP00015004899.1
105023,107374952,ENSNFUG00015017832,-,-,XP_015798740.1,ENSNFUP00015036847.1
105023,107374953,ENSNFUG00015017837,-,-,-,-
105023,107374955,ENSNFUG00015017850,-,-,XP_015798744.1,ENSNFUP00015036877.1
105023,107374958,ENSNFUG00015017855,-,-,XP_015798749.1,ENSNFUP00015036896.1
105023,107374960,ENSNFUG00015018325,-,-,XP_015798751.1,ENSNFUP00015039759.1
105023,107374961,ENSNFUG00015019269,-,-,XP_015798752.1,ENSNFUP00015040066.1
105023,107374962,ENSNFUG00015019295,-,-,XP_015798753.1,ENSNFUP00015040086.1
105023,107374964,ENSNFUG00015002431,-,-,XP_015798758.1,ENSNFUP00015004887.1
105023,107374965,ENSNFUG00015019312,-,-,-,-
105023,107374968,ENSNFUG00015000181,-,-,-,-
105023,107374969,ENSNFUG00015000323,-,-,-,-
105023,107374974,ENSNFUG00015000481,-,-,XP_015798772.1,ENSNFUP00015000803.1
105023,107374974,ENSNFUG00015000481,-,-,XP_015798773.1,ENSNFUP00015000798.1
105023,107374975,ENSNFUG00015000519,-,-,-,-
105023,107374976,ENSNFUG00015000529,-,-,XP_015798776.1,ENSNFUP00015000870.1
105023,107374978,ENSNFUG00015000547,-,-,-,-
105023,107374980,ENSNFUG00015000558,-,-,-,-
105023,107374981,ENSNFUG00015000573,-,-,-,-
105023,107374982,ENSNFUG00015002447,-,-,XP_015798789.1,ENSNFUP00015004925.1
105023,107374985,ENSNFUG00015000920,-,-,XP_015798788.1,ENSNFUP00015001652.1
105023,107374986,ENSNFUG00015000995,-,-,-,-
105023,107374987,ENSNFUG00015001247,-,-,XP_015798792.1,ENSNFUP00015002414.1
105023,107374988,ENSNFUG00015001281,-,-,XP_015798794.1,ENSNFUP00015002448.1
105023,107374991,ENSNFUG00015002548,-,-,-,-
105023,107374994,ENSNFUG00015001421,-,-,-,-
105023,107374995,ENSNFUG00015001438,-,-,-,-
105023,107374998,ENSNFUG00015001611,-,-,XP_015798807.1,ENSNFUP00015003299.1
105023,107374998,ENSNFUG00015001611,-,-,XP_015798808.1,ENSNFUP00015003284.1
105023,107374998,ENSNFUG00015001611,-,-,XP_015798809.1,ENSNFUP00015003325.1
105023,107374999,ENSNFUG00015001551,-,-,-,-
105023,107375000,ENSNFUG00015001731,-,-,XP_015798812.1,ENSNFUP00015003428.1
105023,107375002,ENSNFUG00015001746,-,-,XP_015798814.1,ENSNFUP00015003449.1
105023,107375003,ENSNFUG00015001763,-,-,-,-
105023,107375004,ENSNFUG00015001788,-,-,-,-
105023,107375006,ENSNFUG00015001894,-,-,-,-
105023,107375007,ENSNFUG00015001829,-,-,XP_015798820.1,ENSNFUP00015003639.1
105023,107375012,ENSNFUG00015002609,-,-,-,-
105023,107375013,ENSNFUG00015002618,-,-,XP_015798835.1,ENSNFUP00015005234.1
105023,107375013,ENSNFUG00015002618,-,-,XP_015798837.1,ENSNFUP00015005239.1
105023,107375014,ENSNFUG00015002862,-,-,-,-
105023,107375015,ENSNFUG00015003196,-,-,XP_015798843.1,ENSNFUP00015006388.1
105023,107375016,ENSNFUG00015002844,-,-,XP_015798839.1,ENSNFUP00015005700.1
105023,107375018,ENSNFUG00015002919,-,-,-,-
105023,107375019,ENSNFUG00015002932,-,-,XP_015798844.1,ENSNFUP00015005885.1
105023,107375021,ENSNFUG00015002969,-,-,XP_015798846.1,ENSNFUP00015006035.1
105023,107375022,ENSNFUG00015003041,-,-,-,-
105023,107375023,ENSNFUG00015003052,-,-,XP_015798848.1,ENSNFUP00015006082.1
105023,107375041,ENSNFUG00015003092,-,-,XP_015798868.1,ENSNFUP00015006171.1
105023,107375042,ENSNFUG00015003125,-,-,-,-
105023,107375043,ENSNFUG00015003255,-,-,-,-
105023,107375044,ENSNFUG00015003262,-,-,XP_015798872.1,ENSNFUP00015006539.1
105023,107375047,ENSNFUG00015003238,-,-,-,-
105023,107375048,ENSNFUG00015003294,-,-,-,-
105023,107375050,ENSNFUG00015003321,-,-,-,-
105023,107375061,ENSNFUG00015003783,-,-,XP_015798890.1,ENSNFUP00015007695.1
105023,107375062,ENSNFUG00015003784,-,-,XP_015798891.1,ENSNFUP00015007697.1
105023,107375063,ENSNFUG00015003791,-,-,XP_015798894.1,ENSNFUP00015007705.1
105023,107375072,ENSNFUG00015003801,-,-,-,-
105023,107375073,ENSNFUG00015003805,-,-,-,-
105023,107375074,ENSNFUG00015003276,-,-,XP_015798913.1,ENSNFUP00015006584.1
105023,107375075,ENSNFUG00015003869,-,-,-,-
105023,107375077,ENSNFUG00015004100,-,-,XP_015798916.1,ENSNFUP00015008653.1
105023,107375080,ENSNFUG00015004337,-,-,-,-
105023,107375081,ENSNFUG00015003259,-,-,XP_015798924.1,ENSNFUP00015006554.1
105023,107375082,ENSNFUG00015004753,-,-,-,-
105023,107375083,ENSNFUG00015004685,-,-,-,-
105023,107375085,ENSNFUG00015005014,-,-,XP_015798926.1,ENSNFUP00015010177.1
105023,107375087,ENSNFUG00015000227,-,-,XP_015798927.1,ENSNFUP00015000264.1
105023,107375087,ENSNFUG00015000227,-,-,XP_015798928.1,ENSNFUP00015000269.1
105023,107375092,ENSNFUG00015000274,-,-,-,-
105023,107375093,ENSNFUG00015000288,-,-,XP_015798936.1,ENSNFUP00015000356.1
105023,107375095,ENSNFUG00015000322,-,-,-,-
105023,107375096,ENSNFUG00015002514,-,-,XP_015798977.1,ENSNFUP00015005047.1
105023,107375100,ENSNFUG00015000418,-,-,XP_015798945.1,ENSNFUP00015000824.1
105023,107375104,ENSNFUG00015000885,-,-,-,-
105023,107375106,ENSNFUG00015000984,-,-,XP_015798952.1,ENSNFUP00015001783.1
105023,107375107,ENSNFUG00015001002,-,-,XP_015798955.1,ENSNFUP00015001821.1
105023,107375109,ENSNFUG00015001036,-,-,-,-
105023,107375111,ENSNFUG00015001404,-,-,XP_015798959.1,ENSNFUP00015002760.1
105023,107375112,ENSNFUG00015001407,-,-,-,-
105023,107375113,ENSNFUG00015001410,-,-,XP_015798961.1,ENSNFUP00015002781.1
105023,107375114,ENSNFUG00015008903,-,-,-,-
105023,107375115,ENSNFUG00015001501,-,-,-,-
105023,107375124,ENSNFUG00015004213,-,-,-,-
105023,107375125,ENSNFUG00015004318,-,-,XP_015798981.1,ENSNFUP00015008870.1
105023,107375127,ENSNFUG00015004325,-,-,XP_015798984.1,ENSNFUP00015008885.1
105023,107375129,ENSNFUG00015004335,-,-,-,-
105023,107375130,ENSNFUG00015004346,-,-,XP_015798986.1,ENSNFUP00015008912.1
105023,107375131,ENSNFUG00015004352,-,-,-,-
105023,107375134,ENSNFUG00015004407,-,-,XP_015798990.1,ENSNFUP00015009047.1
105023,107375137,ENSNFUG00015004524,-,-,XP_015798993.1,ENSNFUP00015009301.1
105023,107375138,ENSNFUG00015004531,-,-,XP_015798994.1,ENSNFUP00015009319.1
105023,107375147,ENSNFUG00015004627,-,-,-,-
105023,107375148,ENSNFUG00015009062,-,-,XP_015799022.1,ENSNFUP00015018873.1
105023,107375149,ENSNFUG00015004889,-,-,XP_015799012.1,ENSNFUP00015009950.1
105023,107375151,ENSNFUG00015004907,-,-,-,-
105023,107375152,ENSNFUG00015004913,-,-,XP_015799020.1,ENSNFUP00015009986.1
105023,107375153,ENSNFUG00015004917,-,-,XP_015799021.1,ENSNFUP00015010013.1
105023,107375154,ENSNFUG00015005011,-,-,XP_015799023.1,ENSNFUP00015010538.1
105023,107375155,ENSNFUG00015004932,-,-,XP_015799025.1,ENSNFUP00015010024.1
105023,107375158,ENSNFUG00015005234,-,-,XP_015799028.1,ENSNFUP00015010595.1
105023,107375159,ENSNFUG00015005248,-,-,-,-
105023,107375160,ENSNFUG00015009409,-,-,-,-
105023,107375162,ENSNFUG00015005285,-,-,-,-
105023,107375163,ENSNFUG00015005292,-,-,-,-
105023,107375164,ENSNFUG00015005300,-,-,XP_015799036.1,ENSNFUP00015010725.1
105023,107375164,ENSNFUG00015005300,-,-,XP_015799037.1,ENSNFUP00015010748.1
105023,107375166,ENSNFUG00015005315,-,-,-,-
105023,107375168,ENSNFUG00015009320,-,-,XP_015799046.1,ENSNFUP00015019282.1
105023,107375169,ENSNFUG00015005348,-,-,-,-
105023,107375171,ENSNFUG00015005401,-,-,XP_015799047.1,ENSNFUP00015010940.1
105023,107375175,ENSNFUG00015005636,-,-,XP_015799051.1,ENSNFUP00015011458.1
105023,107375182,ENSNFUG00015000562,-,-,-,-
105023,107375184,ENSNFUG00015000597,-,-,-,-
105023,107375185,ENSNFUG00015009344,-,-,XP_015799070.1,ENSNFUP00015019304.1
105023,107375191,ENSNFUG00015000683,-,-,-,-
105023,107375193,ENSNFUG00015000697,-,-,-,-
105023,107375195,ENSNFUG00015000702,-,-,-,-
105023,107375197,ENSNFUG00015000731,-,-,XP_015799091.1,ENSNFUP00015001233.1
